subject,identifier,type,creator,title,volume,edition,publisher,year,format,ISBN,ISSN,ISMN,EAN/UPC,binding/price,language,country,date of publication,description,collective title,links,relation,rights,subject headings,connected titles,uniform title,frequency,wv number
004 Informatik,"URN:urn:nbn:de:bvb:19-32014, URL:http://nbn-resolving.de/urn:nbn:de:bvb:19-32014, URL:http://d-nb.info/974303534/34, URL:http://edoc.ub.uni-muenchen.de/archive/00003201/01/Olteanu_Dan.pdf, URL:http://edoc.ub.uni-muenchen.de/archive/00003201/, IDN:974303534",Online-Ressource,"Olteanu, Dan [Verfasser]",Evaluation of XPath queries against XML streams / vorgelegt von Dan Olteanu,,,,2004,Online-Ressource,,,,,,eng,,,"München, Univ., Diss., 2005",,,,lizenzfrei,XML ; Datenstrom ; XPath ; Abfrageverarbeitung ; Termersetzungssystem ; Online-Publikation,Erscheint auch als Dan Olteanu: Evaluation of XPath queries against XML streams,,,"05,H06,0025"
004 Informatik,"URN:urn:nbn:de:101:1-201010122970, URL:http://nbn-resolving.de/urn:nbn:de:101:1-201010122970, URL:http://d-nb.info/971682313/34, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/nadschulz.pdf, URL:http://diglib.uni-magdeburg.de/Dissertationen/2004/nadschulz.htm, IDN:971682313",Online-Ressource,"Schulz, Nadine [Verfasser]",Formulierung von Nutzerpräferenzen in Multimedia-Retrieval-Systemen / von: Nadine Schulz,,,,2004,Online-Ressource,,,,,,,,,"Magdeburg, Univ., Diss., 2004",,,,lizenzfrei,Multimedia ; Information Retrieval ; Abfragesprache ; Graphische Programmiersprache ; Benutzerfreundlichkeit ; Benutzerorientierung,Erscheint auch als Nadine Schulz: Formulierung von Nutzerpräferenzen in Multimedia-Retrieval-Systemen,,,"04,H08,0018"
004 Informatik ; 510 Mathematik,"URN:urn:nbn:de:hbz:061-20050209-001041-1, URL:http://nbn-resolving.de/urn:nbn:de:hbz:061-20050209-001041-1, URL:http://d-nb.info/973960922/34, URL:http://diss.ub.uni-duesseldorf.de/ebib/diss/diss_files/1041.pdf, URL:http://diss.ub.uni-duesseldorf.de/ebib/diss/show?dissid=1041, IDN:973960922",Online-Ressource,"Altareva, Evgeniya [Verfasser]",Improving integration quality for heterogeneous data sources / vorgelegt von Evgeniya Altareva,,,,2004,Online-Ressource,,,,,,eng,,,"Düsseldorf, Univ., Diss., 2005",,,,lizenzfrei,Data Mining ; Informationsquelle ; Heterogenität ; Integration ; Unsicherheit ; Qualität; Data Mining ; Semistrukturierte Daten ; Datenintegration ; Unsicherheit ; Qualität ; Latent-Class-Analyse,Erscheint auch als: Improving integration quality for heterogeneous data sources : Verfasser,,,"05,H04,0022"
"004 Informatik ; 370 Erziehung, Schul- und Bildungswesen","URN:urn:nbn:de:hbz:466-20040101126, URL:http://nbn-resolving.de/urn:nbn:de:hbz:466-20040101126, URL:http://d-nb.info/975810227/34, URL:http://ubdata.uni-paderborn.de/ediss/17/2004/engbring/disserta.pdf, IDN:975810227",Online-Ressource,"Engbring, Dieter [Verfasser]",Informatik im Herstellungs- und Nutzungskontext : ein technikbezogener Zugang zur fachübergreifenden Lehre / Dieter Engbring,,,,2004,Online-Ressource,,,,,,,,,"Paderborn, Univ., Diss., 2004",,,,lizenzfrei,Angewandte Informatik ; Hochschuldidaktik ; Informatikstudium ; Online-Publikation; Informatik ; Gesellschaft ; Informatikstudium ; Online-Publikation,Erscheint auch als: Informatik im Herstellungs- und Nutzungskontext : Verfasser,,,"05,H09,0014"
004 Informatik ; 620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:bsz:21-opus-11647, URL:http://nbn-resolving.de/urn:nbn:de:bsz:21-opus-11647, URL:http://d-nb.info/970805063/34, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1164/pdf/30_03_04_Promotion.pdf, URL:http://w210.ub.uni-tuebingen.de/dbt/volltexte/2004/1164/index.html, IDN:970805063",Online-Ressource,"Froehlich, Michael Helmut [Verfasser]",Informationstheoretische Optimierung künstlicher neuronaler Netze : für den Einsatz in Steuergeräten / vorgelegt von Michael Helmut Froehlich,,,,2004,Online-Ressource,,,,,,,,,"Tübingen, Univ., Diss., 2003",,,,lizenzfrei,Neuronales Netz ; Netzwerktopologie ; Datenanalyse ; Transinformation ; Signalanalyse ; Common-Rail-Einspritzanlage,Erscheint auch als: Informationstheoretische Optimierung künstlicher neuronaler Netze : Verfasser,,,"04,H06,0018"
"004 Informatik ; 910 Geografie, Reisen","URN:urn:nbn:de:bvb:91-diss2004090800587, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004090800587, URL:http://d-nb.info/97259003X/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/bv/2004/donaubauer.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/bv/2004/donaubauer.html, IDN:97259003X",Online-Ressource,"Donaubauer, Andreas [Verfasser]",Interoperable Nutzung verteilter Geodatenbanken mittels standardisierter Geo-Web-Services / Andreas Josef Donaubauer,,,,2004,Online-Ressource,,,,,,,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Räumliches Datenbanksystem ; Heterogenität ; Datenintegration ; Online-Publikation; Geoinformationssystem ; Verteiltes System ; Web Services ; Interoperabilität ; Standardisierung ; Online-Publikation,Erscheint auch als Andreas Donaubauer: Interoperable Nutzung verteilter Geodatenbanken mittels standardisierter Geo-Web-Services,,,"05,H01,0032"
004 Informatik,"URN:urn:nbn:de:bsz:93-opus-20492, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-20492, URL:http://d-nb.info/1049931033/34, URL:http://elib.uni-stuttgart.de/opus/volltexte/2004/2049/, IDN:1049931033",Online-Ressource,"Stürmer, Michael [Verfasser]",Konzeption und Implementierung einer abstrakten Anfrage- und Manipulationssprache für den Resource-Flow-Graph / Michael Stürmer,,,Stuttgart : Universitätsbibliothek der Universität Stuttgart,2004,Online-Ressource,,,,,,ger,XA-DE-BW,,"Stuttgart, Universität Stuttgart, Diplomarbeit",,,,lizenzfrei,Skriptsprache ; Reverse engineering ; Abfragesprache,,,,"14,O05"
004 Informatik,"URN:urn:nbn:de:bsz:291-scidok-1737, URL:http://nbn-resolving.de/urn:nbn:de:bsz:291-scidok-1737, URL:http://d-nb.info/972325263/34, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/173/pdf/AndreasCrauser_ProfDrKurtMehlhorn.pdf, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/173/index.html, IDN:972325263",Online-Ressource,"Crauser, Andreas [Verfasser]",LEDA-SM: external memory algorithms and data structures in theory and practice / von Andreas Crauser,,,,2004,Online-Ressource,,,,,,eng,,,"Saarbrücken, Univ., Diss., 2001",,,,lizenzfrei,Peripherer Speicher ; Festplatte ; Algorithmus ; Datenstruktur ; Online-Publikation; Peripherer Speicher ; Prioritätswarteschlange ; Suffix Array ; Online-Publikation,Erscheint auch als Andreas Crauser: LEDA-SM: external memory algorithms and data structure in theory and practice,,,"04,H12,0049"
004 Informatik,"URN:urn:nbn:de:kobv:517-0001383, URL:http://nbn-resolving.de/urn:nbn:de:kobv:517-0001383, URL:http://d-nb.info/971991723/34, URL:http://pub.ub.uni-potsdam.de/2004/0038/bostroem.pdf, URL:http://pub.ub.uni-potsdam.de/2004meta/0038/door.htm, IDN:971991723",Online-Ressource,"Boström, Kim [Verfasser]",Lossless quantum data compression and secure direct communication / by Kim Boström,,,,2004,Online-Ressource,,,,,,eng,,,"Potsdam, Univ., Diss., 2004",,,,lizenzfrei,Quantenkommunikation ; Quantenkryptologie ; Datenkompression ; Kanalcodierung ; Online-Publikation,Erscheint auch als Kim Boström: Lossless quantum data compression and secure direct communication,,,"04,H11,0014"
004 Informatik,"URN:urn:nbn:de:kobv:83-opus-6053, URL:http://nbn-resolving.de/urn:nbn:de:kobv:83-opus-6053, URL:http://d-nb.info/97013312X/34, URL:http://edocs.tu-berlin.de/diss/2003/kim_jonghwa.pdf, URL:http://edocs.tu-berlin.de/diss/2003/kim_jonghwa.htm, IDN:97013312X",Online-Ressource,"Kim, Jong-Hwa [Verfasser]",Lossless wideband audio compression : prediction and transform = Verlustfreie Kompression für Breitband-Audiosignale : Prädiktion und Transformation / vorgelegt von Jong-Hwa Kim,,,,2004,Online-Ressource,,,,,,eng,,,"Berlin, Techn. Univ., Diss., 2003",,,,lizenzfrei,Breitbandübertragung ; Tonsignal ; Datenkompression ; Quellencodierung ; Wavelet ; Filterbank,,,,"04,H04,0032"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss2004110517376, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004110517376, URL:http://d-nb.info/973069023/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/keidl.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/keidl.html, IDN:973069023",Online-Ressource,"Keidl, Markus [Verfasser]",Metadata management and context based personalization in distributed information systems / Markus Keidl,,,,2004,Online-Ressource,,,,,,eng,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Internet ; Informationsquelle ; Integration ; Abfrageverarbeitung ; Verteiltes System ; Computersicherheit; Metadaten ; Datenverwaltung ; Publish-Subscribe-System ; Datenreplikation ; Web Services ; Kontextbezogenes System,Erscheint auch als Markus Keidl: Metadata management and context based personalization in distributed information systems,,,"05,H11,0040"
004 Informatik ; 510 Mathematik,"URN:urn:nbn:de:hbz:466-20040101280, URL:http://nbn-resolving.de/urn:nbn:de:hbz:466-20040101280, URL:http://d-nb.info/974405604/34, URL:http://ubdata.uni-paderborn.de/ediss/14/2004/mostaghi/disserta.pdf, IDN:974405604",Online-Ressource,"Mostaghim, Sanaz [Verfasser]","Multi-objective evolutionary algorithms : data structures, convergence, and diversity / von Sanaz Mostaghim",,,,2004,Online-Ressource,,,,,,eng,,,"Paderborn, Univ., Diss., 2004",,,,lizenzfrei,Evolutionärer Algorithmus ; Schwarmintelligenz ; Mehrkriterielle Optimierung ; Pareto-Optimum ; Datenstruktur ; Wissenschaftliches Rechnen,,,,"05,H06,0062"
004 Informatik ; 020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:bvb:91-diss2004121317307, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004121317307, URL:http://d-nb.info/973922834/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/bauer.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2004/bauer.html, IDN:973922834",Online-Ressource,"Bauer, Michael G. [Verfasser]",Multidimensional indexing and querying of XML in digital libraries and relational database systems / Michael G. Bauer,,,,2004,Online-Ressource,,,,,,eng,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Relationales Datenbanksystem ; XML ; Multidimensionales Datenbanksystem ; Indizierung &lt;Informatik> ; Abfrageverarbeitung ; Online-Publikation; Bibliotheksinformationssystem ; Verteiltes System ; XML ; Online-Publikation,Erscheint auch als Michael G. Bauer: Multidimensional indexing and querying of XML in digital libraries and relational database systems,,,"05,H06,0059"
660 Technische Chemie,"URN:urn:nbn:de:bvb:91-diss2004070812220, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss2004070812220, URL:http://d-nb.info/972319158/34, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/ww/2004/voigt.pdf, URL:http://tumb1.biblio.tu-muenchen.de/publ/diss/ww/2004/voigt.html, IDN:972319158",Online-Ressource,"Voigt, Tobias [Verfasser]",Neue Methoden für den Einsatz der Informationstechnologie bei Getränkeabfüllanlagen / Tobias Voigt,,,,2004,Online-Ressource,,,,,,,,,"München, Techn. Univ., Diss., 2004",,,,lizenzfrei,Abfüllmaschine ; Getränk ; Leitsystem &lt;Technik> ; Betriebsdatenerfassung ; Betriebsstörung ; Expertensystem,Erscheint auch als Tobias Voigt: Neue Methoden für den Einsatz der Informationstechnologie bei Getränkeabfüllanlagen,,,"04,H12,2368"
004 Informatik,"URN:urn:nbn:de:hbz:5n-03172, URL:http://nbn-resolving.de/urn:nbn:de:hbz:5n-03172, URL:http://d-nb.info/970030398/34, URL:http://hss.ulb.uni-bonn.de/ulb_bonn/diss_online/math_nat_fak/2003/weber_karsten/0317.pdf, URL:http://hss.ulb.uni-bonn.de/ulb_bonn/diss_online/math_nat_fak/2003/weber_karsten, IDN:970030398",Online-Ressource,"Weber, Karsten Ernst [Verfasser]",Neuronale Netze mit erweiterten bayesschen Methoden für reale Datensammlungen / vorgelegt von Karsten Ernst Weber,,,,2004,Online-Ressource,,,,,,,,,"Bonn, Univ., Diss., 2003",,,,lizenzfrei,Neuronales Netz ; Maschinelles Lernen ; Bayes-Verfahren ; Datenmodell ; Schema &lt;Informatik> ; Datensammlung,Erscheint auch als Karsten Ernst Weber: Neuronale Netze mit erweiterten bayesschen Methoden für reale Datensammlungen,,,"04,H03,0028"
004 Informatik,"URN:urn:nbn:de:tuda-tuprints-4415, URL:http://nbn-resolving.de/urn:nbn:de:tuda-tuprints-4415, URL:http://d-nb.info/971383499/34, URL:http://elib.tu-darmstadt.de/diss/000441/Dissertation_Busse.pdf, URL:http://elib.tu-darmstadt.de/diss/000441, IDN:971383499",Online-Ressource,"Busse, Ralph [Verfasser]",Objektorientierte Sichten zur Integration statisch getypter Objektbanken / vorgelegt von Ralph Busse,,,,2004,Online-Ressource,,,,,,,,,"Darmstadt, Techn. Univ., Diss., 2004",,,,lizenzfrei,Objektorientiertes Datenbanksystem ; Interoperabilität ; Datenintegration ; Sichtenkonzept ; ODMG-Standard ; CORBA,Erscheint auch als Ralph Busse: Objektorientierte Sichten zur Integration statisch getypter Objektbanken,,,"04,H09,0033"
004 Informatik,"URN:urn:nbn:de:gbv:ilm1-2004000134, URL:http://nbn-resolving.de/urn:nbn:de:gbv:ilm1-2004000134, URL:http://d-nb.info/974936006/34, URL:http://www.db-thueringen.de/servlets/DerivateServlet/Derivate-3744/ilm1-2004000134.pdf, URL:http://www.db-thueringen.de/servlets/DocumentServlet?id=2431, IDN:974936006",Online-Ressource,"Weidling, Christoph [Verfasser]",Platzeffiziente Hashverfahren mit garantierter konstanter Zugriffszeit / von Christoph Weidling,,,,2004,Online-Ressource,,,,,,,,,"Ilmenau, Techn. Univ., Diss., 2004",,,,lizenzfrei,Wörterbuch ; Datenstruktur ; Zugriffszeit ; Worst-Case-Laufzeit ; Hash-Algorithmus ; Zufallsgenerator; Wörterbuch ; Zeichenkette ; Zugriffszeit ; Worst-Case-Laufzeit ; Hash-Algorithmus ; Zeiger &lt;Informatik>,Erscheint auch als Christoph Weidling: Platzeffiziente Hashverfahren mit garantierter konstanter Zugriffszeit,,,"05,H07,0021"
004 Informatik,"URN:urn:nbn:de:bsz:352-opus-13809, URL:http://nbn-resolving.de/urn:nbn:de:bsz:352-opus-13809, URL:http://d-nb.info/97274875X/34, URL:http://www.ub.uni-konstanz.de/kops/volltexte/2004/1380/pdf/KOPI_DISS.PDF, URL:http://www.ub.uni-konstanz.de/kops/volltexte/2004/1380/index.html, IDN:97274875X",Online-Ressource,"Kopilović, Iván [Verfasser]",Progressiveness and preprocessing in image compression / vorgelegt von Iván Kopilović,,,,2004,Online-Ressource,,,,,,eng,,,"Konstanz, Univ., Diss., 2004",,,,lizenzfrei,Bildübertragung ; Datenkompression ; Progressive Codierung ; Vorverarbeitung ; Nichtlineare Diffusion ; Online-Publikation,,,,"05,H01,0047"
620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:hbz:82-opus-9392, URL:http://nbn-resolving.de/urn:nbn:de:hbz:82-opus-9392, URL:http://d-nb.info/972714316/34, URL:http://sylvester.bth.rwth-aachen.de/dissertationen/2004/202/04_202.pdf, URL:http://sylvester.bth.rwth-aachen.de/dissertationen/2004/202/index.htm, IDN:972714316",Online-Ressource,"Bouazizi, Imed [Verfasser]",Proxy caching for robust video delivery over lossy networks / vorgelegt von Imed Bouazizi,,,,2004,Online-Ressource,,,,,,eng,,,"Aachen, Techn. Hochsch., Diss., 2004",,,,lizenzfrei,Videoübertragung ; Paketvermittlung ; Bildqualität ; Datenkompression ; Pufferspeicher ; Verzerrung &lt;Elektrotechnik>; Videoübertragung ; Dienstgüte ; Verzögerungszeit ; Übertragungsfehler ; Fehlerkorrekturcode ; Robustheit,Erscheint auch als Imed Bouazizi: Proxy caching for robust video delivery over lossy networks,,,"05,H01,2388"
004 Informatik,"URN:urn:nbn:de:bsz:291-scidok-2008, URL:http://nbn-resolving.de/urn:nbn:de:bsz:291-scidok-2008, URL:http://d-nb.info/972325514/34, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/200/pdf/ArndChristianKoenig_ProfDrGerhardWeikum.pdf, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/200/index.html, IDN:972325514",Online-Ressource,"König, Arnd Christian [Verfasser]",Query estimation techniques in database systems / von Arnd Christian König,,,,2004,Online-Ressource,,,,,,eng,,,"Saarbrücken, Univ., Diss., 2001",,,,lizenzfrei,Datenbanksystem ; Abfrage ; Schätzung ; Online-Publikation,Erscheint auch als: Query estimation techniques in database systems : Verfasser,,,"04,H12,0071"
004 Informatik,"URN:urn:nbn:de:bsz:93-opus-16194, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-16194, URL:http://d-nb.info/970936079/34, URL:http://elib.uni-stuttgart.de/opus/volltexte/2004/1619/pdf/thesis.pdf, URL:http://elib.uni-stuttgart.de/opus/volltexte/2004/1619/, IDN:970936079",Online-Ressource,"Rantzau, Ralf [Verfasser]",Query processing concepts and techniques for set containment tests / vorgelegt von Ralf Rantzau,,,,2004,Online-Ressource,,,,,,eng,,,"Stuttgart, Univ., Diss., 2003",,,,lizenzfrei,Relationales Datenbanksystem ; SQL ; Abfrageverarbeitung ; Division-Operation ; Online-Publikation; Data Mining ; Abfrageverarbeitung ; Division-Operation ; Online-Publikation,Erscheint auch als Ralf Rantzau: Query processing concepts and techniques for set containment tests,,,"04,H08,0039"
004 Informatik,"URN:urn:nbn:de:bsz:291-scidok-1616, URL:http://nbn-resolving.de/urn:nbn:de:bsz:291-scidok-1616, URL:http://d-nb.info/97233405X/34, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/161/pdf/HubertBaumeister_ProfDrHaraldGanzinger.pdf, URL:http://scidok.sulb.uni-saarland.de/volltexte/2004/161/index.html, IDN:97233405X",Online-Ressource,"Baumeister, Hubert [Verfasser]",Relations between abstract datatypes modeled as abstract datatypes / Hubert Baumeister,,,,2004,Online-Ressource,,,,,,eng,,,"Saarbrücken, Univ., Diss., 1999",,,,lizenzfrei,Softwaresystem ; Dynamisches Verhalten ; Abstrakter Datentyp ; Z &lt;Programmiersprache> ; Spezifikationssprache ; Algebra,Erscheint auch als: Relations between abstract datatypes modeled as abstract datatypes : Verfasser,,,"04,H12,0075"
004 Informatik,"URN:urn:nbn:de:hebis:26-opus-15506, URL:http://nbn-resolving.de/urn:nbn:de:hebis:26-opus-15506, URL:http://d-nb.info/1057023574/34, URL:http://geb.uni-giessen.de/geb/volltexte/2004/1550/, IDN:1057023574",Online-Ressource,"Treber, Udo [Verfasser] ; Muschiol, Tim [Verfasser] ; Gillen, Arndt [Verfasser]",Wireless LAN  Situations- und Anforderungsanalyse am Beispiel eines Universitätscampus / Udo Treber ; Tim Muschiol ; Arndt Gillen,,,Gießen : Universitätsbibliothek,2004,Online-Ressource,,,,,,ger,XA-DE-HE,,,Arbeitspapiere Wirtschaftsinformatik ; 04 / 2004,,,lizenzfrei,,,,,"14,O09"
004 Informatik,"URN:urn:nbn:de:bvb:19-29147, URL:http://nbn-resolving.de/urn:nbn:de:bvb:19-29147, URL:http://d-nb.info/973265590/34, URL:http://edoc.ub.uni-muenchen.de/archive/00002914/01/Schaffert_Sebastian.pdf, URL:http://edoc.ub.uni-muenchen.de/archive/00002914/, IDN:973265590",Online-Ressource,"Schaffert, Sebastian [Verfasser]",Xcerpt: a rule-based query and transformation language for the web / von Sebastian Schaffert,,,,2004,Online-Ressource,,,,,,eng,,,"München, Univ., Diss., 2004",,,,lizenzfrei,World Wide Web ; Abfragesprache ; Online-Publikation; Semantic Web ; Abfragesprache ; Online-Publikation,Erscheint auch als Sebastian Schaffert: Xcerpt: a rule-based query and transformation language for the web,,,"05,H03,0046"
"28 Informatik, Datenverarbeitung","URN:urn:nbn:de:101:1-201010122679, URL:http://nbn-resolving.de/urn:nbn:de:101:1-201010122679, URL:http://d-nb.info/968869157/34, URL:http://diglib.uni-magdeburg.de/Dissertationen/2003/kaisattler.pdf, URL:http://diglib.uni-magdeburg.de/Dissertationen/2003/kaisattler.htm, IDN:968869157",Online-Ressource,"Sattler, Kai-Uwe [Verfasser]",Anfragetechniken für heterogene Datenbanksysteme / von: Kai-Uwe Sattler,,,,2003,Online-Ressource,,,,,,,,,"Magdeburg, Univ., Habil.-Schr., 2003",,,,lizenzfrei,Föderiertes Datenbanksystem ; Abfrageverarbeitung ; Zugriff ; Datenintegration ; Datenaufbereitung ; Online-Publikation; Föderiertes Datenbanksystem ; Abfrageverarbeitung ; Zugriff ; Metadatenmodell ; Semantisches Datenmodell ; Online-Publikation; Anwendungssystem ; Föderiertes Datenbanksystem ; Data Mining ; Datenfusion ; Online-Publikation,Erscheint auch als Kai-Uwe Sattler: Anfragetechniken für heterogene Datenbanksysteme,,,"03,H11,0619"
620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:gbv:089-3859641619, URL:http://nbn-resolving.de/urn:nbn:de:gbv:089-3859641619, URL:http://d-nb.info/971935963/34, URL:http://edok01.tib.uni-hannover.de/edoks/e01dh04/385964161.pdf, IDN:971935963",Online-Ressource,"Qian, Deyu [Verfasser]",Bewegungskompensierende Teilbandcodierung von Bewegtbildsequenzen mit sehr niedrigen Übertragungsbitraten / von Deyu Qian,,,,2003,Online-Ressource,,,,,,,,,"Hannover, Univ., Diss., 2003",,,,lizenzfrei,Bewegtes Bild ; Bildfolge ; Bewegungskompensation ; Datenkompression ; Teilbandcodierung ; Online-Publikation,Erscheint auch als Deyu Qian: Bewegungskompensierende Teilbandcodierung von Bewegtbildsequenzen mit sehr niedrigen Übertragungsbitraten,,,"04,H10,2700"
